policyId,PolicyDurationMonths,PremiumAmount,CoverageAmount,PreviousClaimsTotal,ClaimFrequencyLastYear
776,38,2090.23,67457.07,4,1
777,43,700.83,21467.47,4,3
778,58,2129.25,61929.03,4,1
779,11,1521.31,63782.86,4,3
780,49,3312.84,135898.44,4,1
781,50,2199.36,82851.17,3,3
782,37,2337.18,112558.4,2,0
783,50,2357.89,71905.27,4,2
784,52,1028.86,28102.29,6,5
785,26,3555.1,141056.12,5,2
786,21,701.67,18218.48,2,0
787,59,2636.56,77647.6,3,3
788,26,2494.93,66709.65,6,3
789,16,1618.4,35725.5,3,2
790,42,2533.16,113548.81,8,4
791,41,1745.94,48251.22,2,1
792,40,1459.63,49905.98,3,2
793,24,2375.65,50600.0,6,3
794,25,1194.75,48961.12,2,0
795,23,1820.6,54466.46,4,2
796,52,1524.66,64557.25,2,1
797,46,1731.22,56043.1,4,1
798,54,2346.18,60702.01,2,1
799,19,1524.51,53960.31,6,5
800,20,1846.14,44150.71,7,4
801,36,1597.48,53062.3,6,2
802,6,3155.2,93138.79,3,1
803,58,2274.09,107698.14,2,1
804,59,2176.06,47498.64,1,0
805,59,2546.73,103959.05,4,2
806,8,1524.69,38853.03,3,1
807,21,2687.41,79470.22,3,3
808,28,2276.94,73921.89,5,4
809,16,751.29,35491.15,3,2
810,17,857.58,23392.38,2,1
811,15,1542.16,35067.64,3,2
812,37,943.19,27881.49,5,3
813,21,1809.38,41869.49,5,3
814,13,1189.01,28367.27,2,1
815,43,1921.82,71521.58,4,2
816,17,3129.37,68304.89,5,3
817,29,1960.5,41029.17,2,1
818,33,1757.63,72822.8,3,2
819,58,2310.59,71280.47,6,3
820,13,1442.86,34284.27,3,0
821,33,2674.73,73845.01,5,2
822,41,2396.17,94079.87,3,2
823,31,2031.09,57411.06,6,2
824,13,2123.45,73971.82,4,1
825,55,3633.4,85932.95,7,3
826,33,2753.85,103662.64,4,3
827,33,3759.62,110842.4,2,2
828,42,2425.62,94136.18,4,0
829,46,822.65,36403.64,2,1
830,41,1790.26,68655.42,4,3
831,32,639.84,18473.62,8,4
832,59,2422.64,67040.11,3,0
833,22,2596.32,77429.19,1,0
834,14,1291.27,32202.42,2,2
835,38,1475.49,37529.34,4,1
836,58,2119.0,92644.26,4,2
837,25,1041.52,32851.5,2,1
838,18,981.47,32466.96,1,0
839,33,2990.91,113120.49,2,0
840,53,2091.77,78837.93,2,1
841,34,1553.51,34210.37,3,1
842,18,646.3,29048.96,5,4
843,51,2681.88,67904.68,3,0
844,40,1452.39,60553.07,5,1
845,11,3488.55,150635.94,9,3
846,23,2687.45,111386.62,9,7
847,56,1353.49,50578.88,2,0
848,10,1427.62,29178.14,7,5
849,52,3377.48,104064.46,4,1
850,30,1932.59,73719.09,4,1
851,7,1589.35,50260.9,5,3
852,15,2022.18,92826.83,5,2
853,35,1585.67,46403.15,3,0
854,55,2192.84,63167.01,4,1
855,50,1939.34,54262.63,1,1
856,10,2700.41,80967.44,3,0
857,60,1689.14,62028.88,2,0
858,38,1292.15,53249.97,4,3
859,59,1720.81,68620.89,7,3
860,6,1715.93,75898.34,7,4
861,23,1937.97,90265.78,4,2
862,37,2507.63,111545.43,2,1
863,52,2463.93,50678.95,5,1
864,54,2959.73,124538.02,4,3
865,16,1350.81,35461.4,3,2
866,26,2310.98,55435.33,3,2
867,31,2581.86,101091.7,3,2
868,30,1460.62,43223.21,4,2
869,27,1833.9,39820.31,1,0
870,32,600.02,14477.76,3,1
871,54,2725.49,54585.72,7,1
872,18,1827.6,86074.01,2,0
873,38,2645.25,54858.65,6,3
874,39,2164.84,56899.94,7,4
875,46,1851.87,60163.27,3,1
876,40,725.76,22278.69,8,5
877,6,868.04,41103.14,5,0
878,26,300.0,10000.0,3,2
879,53,1549.91,54814.77,2,0
880,60,3822.6,154487.98,13,7
881,11,969.64,46495.25,8,4
882,33,300.0,11583.34,1,1
883,22,2770.14,122198.02,2,0
884,10,3890.97,87592.63,2,1
885,36,2238.34,70682.62,2,2
886,10,2230.99,69647.84,8,4
887,43,1752.09,81627.7,4,1
888,8,564.59,13855.78,2,0
889,58,839.43,20613.55,4,2
890,28,1746.6,52147.71,1,1
891,42,1593.24,34468.03,5,2
892,58,1907.86,48600.37,2,0
893,42,2663.46,130393.11,4,0
894,15,1534.53,50402.42,4,0
895,15,2679.77,104405.52,2,1
896,24,1539.77,64336.66,2,2
897,22,2830.59,87773.37,7,4
898,26,2069.09,50520.68,6,3
899,19,1651.34,43260.75,5,4
900,14,2055.44,60425.67,5,5
901,51,1765.17,68986.42,0,0
902,6,2090.51,66788.4,6,3
903,56,2606.48,52662.57,4,2
904,50,1930.23,68913.4,2,1
905,18,1704.34,81204.2,4,1
906,9,1101.19,48851.22,3,1
907,6,2463.34,110250.19,5,4
908,54,2278.62,99921.36,7,5
909,45,1054.45,31329.61,2,0
910,37,2668.4,114623.1,4,2
911,39,1041.45,25301.93,3,2
912,33,2823.38,112176.98,7,5
913,36,2550.29,100091.4,3,0
914,13,2335.73,48506.37,4,0
915,44,1698.4,74116.82,5,4
916,31,2460.62,115889.09,4,3
917,39,2861.1,80174.99,5,2
918,59,2473.88,109770.38,5,4
919,59,1463.8,32894.78,3,1
920,8,2213.93,84127.04,7,1
921,55,2905.63,100445.83,3,1
922,17,3759.28,136753.93,4,1
923,6,1835.83,87727.24,2,1
924,59,2686.31,123944.72,6,3
925,49,2907.58,126632.6,1,1
926,10,1350.08,38086.93,6,2
927,35,3425.66,162220.74,3,2
928,35,1147.85,26314.78,2,1
929,22,2647.19,120711.46,8,6
930,53,2244.26,66979.37,7,2
931,52,2044.46,44187.27,5,5
932,28,4037.47,161824.53,3,3
933,20,1759.0,47384.53,4,0
934,42,1746.12,47681.63,3,0
935,26,3065.18,89446.38,0,0
936,19,2609.44,57174.31,7,5
937,7,3025.68,76591.48,4,2
938,16,2093.5,42192.7,1,1
939,56,2253.55,75183.72,2,0
940,44,3520.75,79314.23,3,1
941,43,1331.24,53887.9,4,0
942,39,1917.7,51909.57,2,1
943,43,2638.6,127463.6,8,5
944,55,1843.31,85045.87,4,1
945,39,1543.88,44283.55,1,0
946,23,2494.79,108514.44,8,5
947,35,3068.64,135319.08,2,1
948,20,1887.33,93605.83,10,4
949,32,1865.13,70754.01,2,1
950,56,1481.85,33280.82,4,1
951,39,1763.22,69479.83,3,1
952,57,2866.88,111090.05,3,1
953,43,2064.85,80839.96,5,3
954,38,1356.01,39614.9,6,3
955,29,2209.89,101191.72,3,2
956,20,2840.96,138593.63,3,2
957,35,1550.49,41136.67,2,1
958,60,937.12,21220.58,3,3
959,47,3752.66,96953.92,4,1
960,56,897.18,40028.93,6,4
961,22,1712.78,69023.98,7,1
962,10,2185.7,85420.37,3,3
963,34,1782.06,57121.71,3,2
964,9,1940.07,72432.25,1,1
965,15,2461.47,71964.1,4,2
966,22,300.0,10294.8,5,4
967,15,986.48,43200.02,3,2
968,22,2035.41,100624.95,5,2
969,25,1676.63,80435.59,3,1
970,29,2103.53,101003.0,3,2
971,10,2182.12,69973.5,3,2
972,39,307.26,10466.55,4,1
973,11,3018.91,124285.79,1,0
974,58,1601.39,76331.26,1,0
975,7,1307.59,31721.89,2,1
976,18,2166.68,63109.57,5,3
977,48,2085.73,50427.5,3,1
978,48,2957.35,113444.8,3,2
979,53,2217.5,64726.63,3,1
980,16,2926.49,87160.3,3,2
981,56,1249.46,27647.36,5,4
982,52,2113.49,64448.48,6,1
983,28,1108.2,50838.64,3,1
984,60,2078.14,56093.56,4,1
985,21,1908.57,77975.8,3,3
986,36,1874.16,72884.01,6,4
987,16,1881.18,86354.61,8,6
988,59,2589.11,62057.48,3,1
989,21,714.11,35225.52,4,1
990,13,1280.17,47979.3,8,6
991,9,1967.54,98109.98,2,2
992,45,1057.07,50047.42,3,2
993,9,2036.89,54274.02,5,3
994,30,1959.32,42487.54,5,4
995,8,876.99,24265.72,2,0
996,37,837.47,30003.89,5,3
997,8,300.0,10000.0,6,3
998,32,1023.46,25610.95,7,3
999,34,2011.46,68143.81,2,1
1000,37,2124.95,44619.79,2,0
1001,55,2161.52,51134.3,2,0
1002,56,1377.66,44740.83,3,1
1003,24,1985.36,43467.21,6,1
1004,26,2317.8,73943.83,4,1
1005,10,985.57,33726.44,5,1
1006,23,2098.66,70384.97,7,5
1007,33,2525.18,116348.52,4,3
1008,47,1607.38,57708.04,2,2
1009,27,2849.79,97005.09,3,1
1010,26,1626.05,52556.09,3,1
1011,11,1311.95,58419.49,3,1
1012,6,2445.47,114574.56,4,3
1013,10,3626.64,165364.67,8,6
1014,46,2068.28,83158.2,8,2
1015,17,2507.93,60493.32,6,4
1016,31,1593.03,45092.36,2,0
1017,51,1006.71,21525.3,4,3
1018,39,2133.01,102224.03,8,6
1019,54,2259.52,89983.02,3,2
1020,19,1713.67,72644.04,6,3
1021,31,2504.85,73510.07,5,2
1022,50,1476.74,66998.93,6,1
1023,32,1278.33,35522.39,7,1
1024,14,2848.51,57110.75,2,2
1025,31,2852.28,89254.77,9,5
1026,52,1492.53,55406.79,4,2
1027,27,3375.08,115971.63,2,1
1028,52,1770.31,81190.67,3,2
1029,35,2067.83,47895.32,4,1
1030,48,1932.28,70749.78,3,2
1031,53,2419.01,85607.2,3,1
1032,22,2217.14,63059.35,0,0
1033,31,2206.37,98551.57,3,2
1034,41,1184.35,50436.12,4,2
1035,6,649.15,27255.07,2,2
1036,13,2913.73,134864.16,0,0
1037,54,1563.64,65178.18,5,2
1038,40,1960.77,52853.11,4,2
1039,57,2261.44,93096.4,6,2
1040,20,3303.21,96556.34,3,0
1041,52,2129.09,58050.05,4,1
1042,27,1684.16,37371.74,7,3
1043,19,1581.16,66916.24,5,1
1044,31,1970.11,81424.89,3,0
1045,33,1272.51,34402.24,3,2
1046,28,2023.1,85944.09,2,2
1047,19,1958.38,93092.24,5,1
1048,29,3313.22,77002.15,4,2
1049,7,1933.12,52153.81,3,1
1050,50,460.41,19571.0,3,2
1051,31,4138.81,116860.09,1,0
1052,19,2765.47,107133.97,6,2
1053,56,3665.88,82243.73,3,2
1054,12,1074.14,36054.8,2,2
1055,8,1822.54,76861.45,5,2
1056,52,2539.52,103092.92,2,2
1057,28,2429.11,107979.33,5,2
1058,51,2245.55,104021.89,1,1
1059,48,300.0,12958.65,5,3
1060,52,630.05,25294.95,5,3
1061,50,3214.02,67339.02,3,1
1062,23,3356.26,120989.95,2,0
1063,43,1914.68,40458.95,1,0
1064,40,3112.34,137696.34,4,1
1065,56,1181.42,34995.65,3,2
1066,20,1364.46,50311.54,3,2
1067,30,1118.18,31737.58,6,4
1068,60,1320.06,57389.8,1,0
1069,42,2578.16,120129.41,4,1
1070,33,1310.12,41870.42,7,5
1071,15,3791.79,173996.62,6,4
1072,44,2368.06,66334.59,2,0
1073,22,2867.62,103348.59,4,2
1074,44,2391.95,109462.54,3,2
1075,27,2971.42,88478.18,6,5
1076,31,1305.6,63479.93,4,0
1077,49,3157.55,74696.14,4,0
1078,30,2112.75,43413.34,6,2
1079,22,2967.41,139836.54,4,1
1080,18,848.35,18714.12,4,3
1081,25,2144.47,106701.53,2,0
1082,30,2116.19,102723.94,5,3
1083,9,1504.61,36277.11,3,1
1084,15,2250.5,81304.85,6,3
1085,8,3231.69,82561.84,1,0
1086,46,1443.08,47397.4,4,1
1087,50,2769.48,60493.15,6,1
1088,23,1098.06,29337.72,3,1
1089,52,3687.56,113938.77,3,1
1090,41,2627.68,87132.37,6,3
1091,52,3380.09,166722.75,8,5
1092,27,2537.65,112255.34,5,3
1093,39,2312.49,97407.42,5,2
1094,52,2634.35,95129.51,3,1
1095,13,1890.84,85465.93,4,1
1096,45,705.73,21298.8,6,4
1097,54,2357.92,97304.2,7,2
1098,49,1395.6,69519.61,3,3
1099,24,1118.67,32932.39,1,1
1100,47,2509.03,100914.69,6,1
1101,46,1776.71,80537.43,4,2
1102,42,2822.16,133980.03,3,1
1103,11,1368.85,56859.16,5,2
1104,57,1623.34,46278.47,9,5
1105,31,2920.24,86989.37,1,1
1106,39,2223.87,45862.38,3,3
1107,50,818.14,35038.03,5,1
1108,11,2206.21,46952.95,4,3
1109,42,3184.99,146317.11,3,3
1110,38,1617.14,38099.48,6,3
1111,58,2478.45,62348.52,5,3
1112,27,1320.49,45287.27,4,3
1113,26,1890.57,79661.98,4,4
1114,11,2871.87,69413.25,2,0
1115,11,2175.39,72227.43,3,3
1116,60,3031.42,104540.01,2,2
1117,53,2340.24,61708.83,2,0
1118,9,3774.99,88586.79,9,5
1119,35,748.07,33732.41,5,3
1120,16,1826.25,64053.67,4,2
1121,35,1132.37,23136.01,2,1
1122,36,1187.0,52334.19,5,3
1123,29,1194.25,59024.54,4,0
1124,60,2134.18,81478.29,1,0
1125,14,2181.04,76579.07,4,1
1126,60,2341.96,108555.86,1,1
1127,8,1101.55,53508.42,4,2
1128,56,1740.62,74213.27,7,3
1129,36,1228.56,40989.31,4,2
1130,45,2748.71,103809.37,5,3
1131,42,1303.79,53491.81,3,3
1132,41,1829.03,47240.57,5,3
1133,29,2448.25,81810.64,3,3
1134,36,1507.5,67678.53,6,4
1135,11,2555.1,101288.77,6,3
1136,7,3276.86,105961.07,3,2
1137,25,2151.77,85857.48,1,0
1138,33,2721.29,64077.29,6,4
1139,16,341.26,10935.76,7,5
1140,9,1656.76,72555.84,9,4
1141,20,2147.92,57167.47,4,1
1142,11,1157.63,29610.79,2,0
1143,59,2166.12,105109.99,2,2
1144,54,2847.95,74892.4,5,4
1145,35,496.35,13812.25,3,1
1146,43,1048.74,51481.13,0,0
1147,56,2147.85,90298.34,2,1
1148,7,2368.34,97073.1,7,4
1149,20,2590.46,118093.55,4,2
1150,16,2088.71,49031.86,3,0
1151,13,2369.21,97560.95,5,3
1152,31,2722.78,95598.76,4,2
1153,56,1668.43,74870.15,8,6
1154,50,1513.13,53329.17,7,2
1155,49,1865.19,72010.02,4,2
1156,10,2159.59,74143.63,5,4
1157,11,1473.38,50602.94,5,3
1158,31,1684.99,72520.63,2,1
1159,59,2318.16,90076.78,3,2
1160,9,2126.2,82917.35,3,2
1161,24,1851.73,62048.66,4,3
1162,25,607.14,21816.7,6,2
1163,38,1997.19,84624.15,3,1
1164,25,1224.0,54808.41,0,0
1165,54,2786.47,113957.67,2,2
1166,17,1753.02,83658.1,3,2
1167,52,1203.01,53666.14,2,1
1168,6,1950.77,71897.24,3,1
1169,31,3016.56,121091.29,0,0
1170,19,2504.65,119695.47,7,4
1171,43,2175.93,83936.73,3,1
1172,42,939.12,42020.36,1,0
1173,16,3297.28,134081.64,5,1
1174,41,1502.7,54935.78,4,1
1175,18,2747.03,74870.63,4,2
1176,48,1739.71,57027.55,12,3
1177,8,2670.01,130916.51,7,3
1178,38,3045.5,121006.71,5,2
1179,11,2518.51,93013.26,5,3
1180,55,2604.68,124995.39,7,3
1181,15,1921.25,72230.03,4,3
1182,10,1652.83,59142.24,6,2
1183,28,2110.64,90291.71,3,2
1184,15,1728.07,71507.42,4,1
1185,49,3973.76,102502.42,7,3
1186,7,1206.11,41175.8,3,2
1187,18,2801.67,95748.31,3,2
1188,45,2413.76,75663.42,3,1
1189,7,2183.9,77569.44,1,0
1190,25,3183.91,103137.07,6,2
1191,6,2238.7,58162.29,5,1
1192,42,1492.07,48299.93,3,2
1193,14,2233.38,49510.35,4,1
1194,22,1853.46,69084.98,5,2
1195,14,2402.63,109582.98,3,1
1196,16,2650.46,110679.49,2,1
1197,20,1312.73,40447.59,4,3
1198,29,2956.27,66847.55,5,3
1199,43,1796.08,46813.9,3,2
1200,60,2354.89,85634.93,4,2
1201,40,2493.62,65362.16,3,1
1202,35,2293.91,83313.0,6,4
1203,36,1912.71,51543.74,4,2
1204,54,1609.12,73163.1,3,1
1205,10,1784.8,56967.64,8,5
1206,49,3252.14,88999.68,6,6
1207,55,1307.31,58004.92,6,4
1208,19,1424.61,43144.41,4,3
1209,58,1389.48,32436.92,1,0
1210,16,2108.6,78255.08,2,1
1211,14,780.24,29217.43,2,0
1212,39,917.15,38007.58,3,2
1213,17,1791.24,48733.41,1,0
1214,40,969.78,32306.41,5,2
1215,40,1034.98,29467.04,5,2
1216,6,975.79,21885.51,7,3
1217,45,1322.71,61239.41,6,4
1218,27,2585.0,108223.74,3,2
1219,34,2764.57,80293.77,5,2
1220,13,3535.2,134271.13,6,3
1221,16,3505.89,91286.05,8,1
1222,46,2629.05,122795.31,2,2
1223,42,2822.14,66171.3,4,2
1224,19,2104.88,42339.94,4,3
1225,35,2415.89,84701.76,5,3
1226,40,3554.88,133286.17,6,3
1227,26,2296.97,85835.39,2,2
1228,42,2922.59,63231.3,6,3
1229,10,1252.52,36850.75,3,1
1230,24,1467.01,51310.06,4,2
1231,19,2249.66,59609.97,2,2
1232,31,2119.95,97896.48,1,0
1233,9,1504.05,34011.56,3,3
1234,30,3925.9,135920.75,4,3
1235,50,2138.08,87110.49,5,4
1236,47,1645.82,45840.25,3,0
1237,30,2121.3,82151.87,0,0
1238,23,2020.34,90676.06,3,2
1239,45,2150.24,55282.96,1,1
1240,13,725.03,34450.8,7,4
1241,44,3033.56,111048.69,3,2
1242,45,3079.06,89221.9,5,3
1243,19,3176.26,104580.63,5,0
1244,37,2260.35,66376.75,4,2
1245,56,2529.98,105635.3,4,1
1246,43,1307.02,57363.76,3,1
1247,38,2666.32,119952.7,1,0
1248,28,2201.43,109131.6,3,1
1249,20,1631.67,71367.05,4,1
1250,38,2691.8,102400.01,6,1
1251,30,2722.76,82163.64,4,0
1252,22,2048.49,74437.64,5,3
1253,38,2350.71,49910.3,3,1
1254,52,1174.63,49739.26,2,0
1255,60,2994.55,99953.98,2,1
1256,7,1280.95,26388.45,3,2
1257,19,1435.66,31405.35,4,3
1258,58,2049.85,64824.52,6,2
1259,45,2891.61,108443.14,6,3
1260,45,2891.16,98085.8,3,1
1261,56,1996.14,77003.37,3,1
1262,44,2618.41,90096.44,5,2
1263,56,648.75,25853.54,2,1
1264,11,1424.54,37855.52,4,2
1265,11,1440.84,33694.46,3,1
1266,8,3001.77,113746.14,4,2
1267,12,2523.72,87171.13,6,1
1268,56,2147.72,44685.57,7,4
1269,13,2225.39,69909.36,7,2
1270,47,3254.67,75455.55,2,1
1271,57,1863.86,66988.31,4,3
1272,20,948.75,30239.7,6,2
1273,52,2869.76,110183.02,3,1
1274,34,2145.47,94761.32,6,3
1275,38,2762.94,80097.72,4,3
1276,57,1964.19,95976.25,4,0
1277,35,1329.05,47937.49,4,1
1278,44,2322.26,89520.06,2,0
1279,32,2008.14,81169.36,2,0
1280,41,2147.95,85922.33,5,3
1281,34,3293.26,116347.86,2,1
1282,43,1121.04,36840.59,7,3
1283,38,2228.73,48170.67,1,0
1284,42,1344.8,27787.09,3,2
1285,32,300.0,10000.0,9,4
1286,60,1960.83,58844.1,1,0
1287,38,2024.82,64046.73,0,0
1288,9,2498.82,60349.06,2,1
1289,27,1825.97,76955.48,3,2
1290,7,808.8,36969.37,4,2
1291,15,1342.05,64635.29,4,2
1292,10,3053.57,106175.18,3,1
1293,15,1330.7,54593.16,3,3
1294,38,3266.58,149173.41,2,2
1295,59,2839.99,92437.99,5,3
1296,43,1745.78,51120.47,6,1
1297,18,1416.74,68147.49,4,0
1298,36,2838.33,100676.42,5,3
1299,52,1807.27,63105.6,4,0
1300,41,763.48,19356.11,3,1
1301,50,2449.85,56945.98,3,1
1302,29,2333.81,105635.76,1,0
1303,57,2910.16,111820.16,5,2
1304,20,2279.68,67876.75,3,1
1305,34,1560.68,40190.83,4,2
1306,13,3015.74,110571.97,6,3
1307,10,3093.59,116064.09,6,5
1308,34,2186.56,57309.44,2,2
1309,52,2048.26,93282.1,5,3
1310,9,941.38,21207.42,3,2
1311,17,1513.98,46453.1,7,3
1312,50,2608.62,105418.16,5,1
1313,7,1554.18,43864.45,3,2
1314,32,834.53,37412.18,3,0
1315,36,4796.7,200000.0,3,1
1316,56,829.28,36215.02,2,0
1317,56,3805.4,89705.47,4,3
1318,41,1754.06,42477.07,2,1
1319,41,1932.35,55254.01,4,2
1320,31,1462.18,51969.17,2,1
1321,48,2626.27,111460.15,2,0
1322,32,848.18,38249.49,5,2
1323,10,527.74,21705.84,4,2
1324,25,3288.14,157363.36,3,2
1325,16,1356.82,57206.75,3,1
1326,15,2596.87,75797.55,6,3
1327,45,1131.64,31631.96,5,4
1328,43,2566.74,104943.02,4,2
1329,11,3346.84,86301.94,3,3
1330,13,1578.3,35956.02,5,2
1331,28,453.25,16301.8,7,6
1332,52,3351.04,149621.2,8,5
1333,31,2741.0,63156.36,4,1
1334,51,1621.14,70935.93,3,1
1335,48,1825.64,80961.88,4,3
1336,17,1111.48,38310.68,5,3
1337,31,3136.21,68116.22,8,6
1338,18,1572.23,39679.4,5,2
1339,45,865.03,35659.08,5,1
1340,23,2170.92,89774.65,2,0
1341,30,1311.99,61598.76,2,2
1342,38,1175.99,44076.73,7,3
1343,52,1655.92,39283.77,7,2
1344,45,2069.08,48918.22,8,3
1345,48,895.11,37267.07,3,1
1346,17,3108.12,79299.12,2,1
1347,49,2541.73,75874.55,6,3
1348,41,1707.71,59114.69,1,0
1349,53,1277.33,26495.49,3,1
1350,9,1928.62,52968.71,6,3
1351,10,2719.55,87669.22,4,2
1352,42,2595.67,73688.63,3,1
1353,13,2846.8,68582.65,4,1
1354,47,1615.7,67601.4,9,6
1355,54,300.0,13318.33,4,1
1356,33,2998.25,83124.56,3,2
1357,36,1866.24,80682.51,3,1
1358,14,2532.93,79956.1,3,1
1359,59,3335.38,117407.4,6,2
1360,56,3947.53,180323.16,4,2
1361,34,1480.14,62904.01,2,1
1362,19,2107.17,93038.85,4,2
1363,45,3093.47,74569.17,5,1
1364,46,1324.58,29262.0,5,3
1365,27,1534.31,71809.03,6,3
1366,16,1529.57,48387.96,5,3
1367,28,1977.53,56629.26,3,3
1368,6,1823.9,76131.25,5,4
1369,51,1524.96,68764.38,5,3
1370,42,1227.39,56306.32,0,0
1371,26,2649.55,78108.57,0,0
1372,31,3070.26,139900.83,4,2
1373,51,3186.17,67636.11,5,3
1374,41,1615.14,34709.13,2,1
1375,59,2682.98,103846.28,2,2
1376,28,2189.06,47925.52,4,2
1377,6,1543.46,45899.92,6,3
1378,59,2587.37,103967.64,0,0
1379,60,1506.72,45379.28,3,1
1380,56,1699.06,43135.69,1,1
1381,45,898.62,25557.11,1,1
1382,20,1628.62,54929.0,3,0
1383,26,2203.09,75481.3,4,2
1384,52,3255.15,141566.39,3,0
1385,14,1717.2,72989.05,2,0
1386,58,1169.46,39416.26,3,2
1387,14,3197.9,145088.57,6,4
1388,15,1596.36,37398.06,2,1
1389,57,601.29,16632.17,6,3
1390,58,2106.47,94452.85,3,1
1391,31,1740.18,54536.97,4,2
1392,46,3840.32,189847.76,5,2
1393,40,2380.29,80900.44,1,0
1394,57,1882.93,82393.21,5,3
1395,30,1260.4,40420.11,4,2
1396,31,2264.13,74147.21,9,7
1397,16,3165.37,99666.34,1,1
1398,43,2249.45,93514.8,3,2
1399,7,1322.06,48156.61,3,1
1400,12,2431.04,117451.91,2,1
1401,23,1961.11,53983.03,3,1
1402,32,2358.89,54294.3,7,6
1403,39,1716.15,54570.0,1,0
1404,32,1697.36,65350.85,3,1
1405,22,1665.78,76332.47,0,0
1406,48,2753.79,83676.42,8,6
1407,49,1705.42,67557.82,5,1
1408,56,1632.22,49792.3,2,2
1409,59,1246.35,48005.04,5,4
1410,29,2363.21,109993.86,1,0
1411,30,2249.36,60599.44,4,2
1412,12,1640.99,52720.35,3,2
1413,57,1432.5,71335.42,2,1
1414,11,3500.94,161241.72,5,4
1415,58,495.65,18308.75,3,2
1416,29,2394.54,85003.28,6,2
1417,38,3033.12,86559.29,2,1
1418,54,300.0,10654.88,3,1
1419,34,2635.31,119762.93,8,6
1420,48,1823.8,73964.49,4,3
1421,27,2204.84,63281.93,4,2
1422,31,1741.41,45353.13,5,4
1423,33,2860.31,79963.69,3,0
1424,55,2290.5,57474.89,3,0
1425,26,2105.38,48148.31,4,2
1426,54,1280.91,41724.52,3,2
1427,12,3505.83,82032.96,6,3
1428,22,2007.94,50514.62,8,2
1429,25,3831.84,139554.79,6,4
1430,46,3542.06,88331.7,7,6
1431,54,577.32,12652.76,3,0
1432,25,1476.04,43575.25,4,2
1433,59,1170.44,31144.89,1,0
1434,27,1961.44,69550.83,3,1
1435,33,2149.73,49596.48,1,0
1436,45,2183.94,92933.52,3,1
1437,54,2843.3,134166.95,7,4
1438,12,3194.87,135152.6,3,2
1439,6,2773.99,99821.51,6,5
1440,37,1551.25,71078.41,7,2
1441,18,1374.38,56140.09,4,3
1442,35,2002.21,40677.96,2,1
1443,28,2340.9,74493.63,6,5
1444,56,1853.45,84384.76,2,2
1445,24,923.61,28055.43,2,0
1446,37,2545.65,53602.31,9,4
1447,35,1686.15,71468.05,2,1
1448,34,1661.99,73229.18,4,2
1449,54,1956.31,48551.33,9,5
1450,50,1808.08,65308.27,5,2
1451,34,1706.8,43964.86,4,2
1452,35,975.9,40575.02,5,5
1453,21,1910.2,53765.53,3,0
1454,45,2562.36,75555.0,7,4
1455,24,2211.72,100299.35,3,3
1456,23,2758.5,94587.96,6,5
1457,6,1417.16,56817.84,2,0
1458,19,977.55,31351.3,8,2
1459,56,1803.32,52188.45,3,1
1460,52,1508.61,58480.3,6,5
1461,55,1591.73,39229.39,6,3
1462,7,2169.4,67663.57,2,1
1463,59,1597.54,41969.03,7,2
1464,33,999.95,40871.61,1,0
1465,54,1552.8,75041.23,4,1
1466,55,2272.05,113296.4,7,5
1467,35,2537.18,85016.75,3,1
1468,43,2529.14,69743.29,6,3
1469,56,2339.58,77872.59,3,1
1470,9,1865.53,84728.58,4,3
1471,6,2323.93,60840.92,7,5
1472,13,1966.13,95480.99,0,0
1473,34,2090.48,63249.41,3,1
1474,60,1248.54,61895.19,6,3
1475,44,2035.1,91901.59,2,1
1476,8,2302.93,101921.17,3,3
1477,37,2272.9,67135.02,2,0
1478,15,969.98,19655.11,3,1
1479,15,2077.01,65350.97,2,0
1480,24,844.89,24547.62,3,2
1481,51,2138.94,45178.53,4,4
1482,39,1438.93,50594.17,4,1
1483,38,3364.51,107970.43,4,3
1484,28,2095.39,81797.28,1,1
1485,60,2640.93,102033.93,4,2
1486,33,3688.7,87135.9,6,3
1487,37,1346.08,66373.74,1,0
1488,55,2348.54,60141.28,7,2
1489,12,1051.27,35068.54,4,3
1490,34,2275.92,78845.81,3,3
1491,13,3412.57,151490.3,4,1
1492,6,1497.69,34412.33,1,1
1493,60,1291.24,42429.17,4,2
1494,8,1927.06,74876.07,0,0
1495,29,3636.65,96206.47,5,1
1496,28,2616.83,101595.95,5,4
1497,13,1276.07,60881.15,4,1
1498,59,3164.05,157966.84,3,3
1499,52,675.95,14177.05,6,5
1500,42,3709.25,100400.6,4,2
1501,8,2685.16,78699.94,4,2
1502,56,3410.85,109057.65,3,1
1503,38,681.76,18590.08,3,3
1504,33,2135.55,55747.85,2,1
1505,52,1892.89,92063.71,6,2
1506,13,1194.42,56801.25,3,2
1507,39,963.18,20621.49,3,1
1508,40,2405.67,72565.42,9,4
1509,37,2478.19,79684.7,4,2
1510,29,3039.98,82597.56,6,1
1511,19,1597.26,62079.53,6,2
1512,37,1886.71,73980.67,3,0
1513,51,894.03,40691.98,2,0
1514,48,3232.63,136501.23,2,1
1515,21,2055.64,74572.81,1,0
1516,9,2578.07,102111.21,5,2
1517,57,2606.32,73549.6,7,4
1518,42,3167.29,119697.07,3,2
1519,59,1334.88,46289.41,9,5
1520,26,2558.07,61394.52,6,4
1521,19,1979.99,54006.94,9,4
1522,36,3684.54,105933.53,8,2
1523,60,1332.51,63599.69,4,3
1524,53,2937.14,79043.16,5,3
